trial,score,val_roc_auc,val_pr_auc,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,colsample_bylevel,gamma,reg_alpha,reg_lambda,max_delta_step,scale_pos_weight,frozen
0,,,,8,0.0301852467046767,10,0.8167743829039052,0.6242326441733154,0.9907061203793806,3.9526170348231866,0.0001829647387962,0.4440325184796529,2,3.0886776348706477,True
