max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,colsample_bylevel,gamma,reg_alpha,reg_lambda,max_delta_step,scale_pos_weight,best_threshold,selected_trial_score,n_numeric_features,n_categorical_features,n_encoded_features,categorical_columns,frozen_hp
9,0.025270007666760744,7,0.6692435870268334,0.7418003024092664,0.7477979972216323,0.5677416068295588,0.0029296393742613077,5.3265875135277945,3,3.0886776348706477,0.5450000000000002,0.8563742526568885,40,2,80,ref_aa|alt_aa,False
