max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,colsample_bylevel,gamma,reg_alpha,reg_lambda,max_delta_step,scale_pos_weight,best_threshold,selected_trial_score,selected_trial_roc_auc,selected_trial_pr_auc,n_numeric_features,n_categorical_features,n_encoded_features,categorical_columns
8,0.030185246704676764,10,0.8167743829039052,0.6242326441733154,0.9907061203793806,3.9526170348231866,0.0001829647387962736,0.44403251847965297,2,3.0886776348706477,0.5700000000000001,0.8097923438717711,0.9305163869681391,0.8097923438717711,38,2,78,ref_aa|alt_aa
