eval_set,ECE,MCE
val_raw,0.08397026169368794,0.2589098297250576
val_calibrated,1.4109180854065007e-08,4.346128378608649e-07
test_raw,0.07075558706333591,0.21133264493509463
test_calibrated,0.015097667695427752,0.04274942942950283
