eval_set,ECE,MCE
val_raw,0.05282600068501092,0.16429754254272866
val_calibrated,3.34166114333629e-07,3.584960475750418e-06
test_raw,0.049324015425185185,0.14425364087370074
test_calibrated,0.0055857154236662685,0.025624903581659864
